암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,이화여자대학교의과대학부속서울병원,11,종합병원,110000,서울,110003,강서구,,서울특별시 강서구 공항대로 260 이화의대부속서울병원 (마곡동),02-6986-5707,,2018-12-26 00:00:00,194,0,2,0,186,1,0,1,4,0,0,0,0,126.8362668,37.5572629,202112,,,,,0.1608938300730448,0.0714285714285714,0.8
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,서울특별시서북병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 갈현로7길 49 (역촌동),02-3156-3000,http://sbhosp.seoul.go.kr,1960-11-24 00:00:00,20,2,0,0,17,1,0,0,0,0,0,0,0,126.9044499,37.60421,202112,,,,,0.0280477098658916,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,국립정신건강센터,21,병원,110000,서울,110023,광진구,,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",02-2204-0114,http://www.ncmh.go.kr,1962-02-01 00:00:00,41,0,0,16,24,0,0,0,1,0,0,0,0,127.0856522,37.5650897,202112,,,,,0.0320893221610925,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울특별시어린이병원,21,병원,110000,서울,110021,서초구,내곡동,서울특별시 서초구 헌릉로 260 (내곡동),02-570-8000,http://childhosp.seoul.go.kr,1978-05-23 00:00:00,19,2,0,0,15,2,0,0,0,0,0,0,0,127.0689282,37.4557936,202112,,,,,0.0226657811885084,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 인봉의료재단 영등포병원,21,병원,110000,서울,110013,영등포구,,서울특별시 영등포구 당산로31길 10 (당산동3가),02-2635-2809,http://www.ydphospital.com/,1981-11-13 00:00:00,14,1,0,0,13,0,0,0,0,0,0,0,0,126.8958262,37.5268545,202112,,,,,0.0665491804845871,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,소화병원(의료법인 소화병원),21,병원,110000,서울,110014,용산구,,"서울특별시 용산구 청파로 383 (서계동, 소화아동병원)",705-9000,,1982-04-21 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9686587,37.5537604,202112,,,,,0.0248425816607634,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,110000,서울,110024,강북구,,서울특별시 강북구 덕릉로 73 (수유동),02-903-5121,,1982-05-22 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,127.0218527,37.6348037,202112,,,,,0.0283920624829715,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,강북21세기병원,21,병원,110000,서울,110019,중랑구,,서울특별시 중랑구 면목로 473 (상봉동),1577-6336,http://www.kb21spine.co.kr/,1984-04-03 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0856597,37.5940481,202112,,,,,0.0497574594464546,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,금강아산병원(재단법인 아산사회복지재단),21,병원,110000,서울,110014,용산구,,서울특별시 용산구 이촌로 318 (이촌동),02-799-5000,http://www.asankeumkang.co.kr/,1984-04-03 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,126.9818432,37.5176285,202112,,,,,0.0610534741550784,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,재단법인대성병원,21,병원,110000,서울,110010,서대문구,,서울특별시 서대문구 세무서길 20 (홍제동),02-394-9101,http://dshospital.kr/,1984-09-04 00:00:00,3,1,0,0,1,0,0,0,0,1,0,0,0,126.9458032,37.5889296,202112,,,,,0.0283920624829715,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,실로암안과병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",02-2650-0700,http://www.siloam.co.kr,1986-02-18 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,126.8622776,37.5460226,202112,,,,,0.0010330578512396,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,의료법인서광의료재단 성북중앙병원,21,병원,110000,서울,110012,성북구,,서울특별시 성북구 종암로 72 (종암동),02-919-3404,,1988-01-15 00:00:00,6,1,0,0,5,0,0,0,0,0,0,0,0,127.0356225,37.5967616,202112,,,,,0.0327780273952522,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 우신향병원,21,병원,110000,서울,110012,성북구,,서울특별시 성북구 안암로 99-99 (안암동5가),02-926-7505,http://www.wshmc.co.kr,1988-03-29 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0312033,37.5848585,202112,,,,,0.0205289128734104,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,윤호병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 압구정로 304 층 (신사동, 윤호병원(지하1층,지하2층,1층~4층,7층) )",02-512-0500,http://www.yoonhohospital.co.kr,1992-07-15 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,127.0344243,37.5288504,202112,,,,,0.0017217630853994,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,건양의료재단 김안과병원,21,병원,110000,서울,110013,영등포구,,서울특별시 영등포구 영신로 136 (영등포동4가),1577-2639,http://www.kimeye.com/kimeye/,1992-08-01 00:00:00,61,1,0,11,49,0,0,0,0,0,0,0,0,126.9015978,37.5196826,202112,,,,,0.0045825386734477,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,서울노보스병원,21,병원,110000,서울,110006,도봉구,,서울특별시 도봉구 도봉로 720 (방학동),02-3492-3251,http://www.dbh.cc,1993-02-03 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0438257,37.6687732,202112,,,,,0.0327780273952522,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,국립재활원,21,병원,110000,서울,110024,강북구,수유동,서울특별시 강북구 삼각산로 58 국립재활원 (수유동),02-901-1700,http://www.nrc.go.kr,1994-02-21 00:00:00,33,0,0,14,14,1,0,0,1,0,0,0,3,127.0105162,37.6388781,202112,,,,,0.0435390466789988,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,서울송도병원,21,병원,110000,서울,110017,중구,,"서울특별시 중구 다산로 78 (신당동, 송도병원)",02-2231-0900,http://www.isongdo.com,1994-02-25 00:00:00,47,0,0,0,46,1,0,0,0,0,0,0,0,127.0081792,37.551174,202112,,,,,0.073231261030304,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,유광사여성병원,21,병원,110000,서울,110003,강서구,화곡동,서울특별시 강서구 강서로 194 (화곡동),02-2608-1011,,1994-04-01 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,126.8388825,37.5435838,202112,,,,,0.0282861078315623,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,강남고려병원,21,병원,110000,서울,110004,관악구,,서울특별시 관악구 관악로 242 (봉천동),1661-8267,,1995-05-20 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,126.9567943,37.4856349,202112,,,,,0.0446827893000141,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 응암로 164 (응암동),02-309-0909,http://www.injunghp.co.kr/,1997-02-21 00:00:00,14,0,0,0,14,0,0,0,0,0,0,0,0,126.9163519,37.5865312,202112,,,,,0.0286304604486422,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 청해의료재단 제일병원,21,병원,110000,서울,110021,서초구,,서울특별시 서초구 서초대로 116 (방배동),02-586-5557,,1998-03-26 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,126.995067,37.4878422,202112,,,,,0.0283920624829715,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔병원,21,병원,110000,서울,110018,송파구,,서울특별시 송파구 송파대로 445 한솔병원 (석촌동),02-2147-6000,http://www.hansolh.co.kr,1998-03-30 00:00:00,26,0,0,0,26,0,0,0,0,0,0,0,0,127.1059124,37.5060777,202112,,,,,0.0413298822389731,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인정애의료재단서울초이스병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 올림픽로 579 (풍납동, 서울초이스병원)",02-473-0620,,1998-04-07 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,127.1212686,37.5337225,202112,,,,,0.0287735091861886,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,서울재활병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 갈현로11길 30 (구산동),02-6020-3000,,1998-04-21 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9075445,37.6051727,202112,,,,,0.0122491145218417,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,서울병원,21,병원,110000,서울,110018,송파구,,서울특별시 송파구 오금로 290 (가락동),02-405-8500,,1998-06-05 00:00:00,17,0,0,0,14,2,0,0,1,0,0,0,0,127.1247204,37.5039282,202112,,,,,0.0676929231056025,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,호산여성병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 언주로 871 (신사동, 호산병원)",02-546-3493,http://www.ladyhosan.co.kr,1999-05-26 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0333541,37.5285704,202112,,,,,0.0275974025974025,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,핑크힐병원,21,병원,110000,서울,110003,강서구,,서울특별시 강서구 양천로 712 (염창동),02-2658-5114,http://www.ksyonsei.com/,1999-06-02 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,126.8748085,37.5493061,202112,,,,,0.01545424272697,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,21,병원,110000,서울,110009,마포구,,서울특별시 마포구 서강로 110 지2층~6층 (신수동),02-337-7582,http://www.scys.co.kr,1999-11-24 00:00:00,16,2,0,0,14,0,0,0,0,0,0,0,0,126.9337712,37.5525983,202112,,,,,0.0470932576195734,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,의료법인마리아의료재단마리아병원,21,병원,110000,서울,110007,동대문구,,서울특별시 동대문구 천호대로 20 (신설동),02-2234-6555,http://www.mariababy.com,2000-09-29 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,127.0253291,37.5742265,202112,,,,,0.0072314049586776,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,연세슬기병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 무학로2길 8 (도선동),02-2281-0010,,2000-10-10 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,127.0306881,37.5642758,202112,,,,,0.0324336747781723,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,청화병원,21,병원,110000,서울,110008,동작구,노량진동,서울특별시 동작구 장승배기로 108 (노량진동),02-815-3788,http://www.cheongwha.com,2001-03-07 00:00:00,17,0,0,0,17,0,0,0,0,0,0,0,0,126.9401875,37.507275,202112,,,,,0.0286304604486422,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,메디힐병원,21,병원,110000,서울,110020,양천구,,"서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)",02-2604-7551,http://www.mediheal.co.kr,2001-04-02 00:00:00,17,2,0,0,15,0,0,0,0,0,0,0,0,126.827886,37.5372291,202112,,,,,0.0630709296801331,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,재단법인베스티안재단베스티안서울병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 왕십리로 382 (하왕십리동),070-7609-9252,,2002-04-19 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0280199,37.5651103,202112,,,,,0.0252882144593374,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 진흥로 191 (대조동),02-357-9964,,2002-06-25 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9307507,37.608851,202112,,,,,0.0288841939559642,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,본서부병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 은평로 133 (응암동),3156-5000,,2002-08-05 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,126.922605,37.6007663,202112,,,,,0.0205289128734104,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,장스여성병원,21,병원,110000,서울,110019,중랑구,,서울특별시 중랑구 용마산로117길 49 장스여성병원 비동 (7층 일부제외)동 (망우동),02-490-4000,,2002-10-25 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0978977,37.599605,202112,,,,,0.0048209366391184,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,강서송도병원,21,병원,110000,서울,110003,강서구,등촌동,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",02-2659-0600,http://www.gsongdo.com,2003-01-28 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,126.8427872,37.5585273,202112,,,,,0.0287364151000514,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,제일정형외과병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 영동대로 726 경일빌딩1~12층, 14층, 지하1~2층, 지하4~5층 (청담동)",02-501-6868,http://www.cheilos.com,2003-04-25 00:00:00,20,0,0,0,20,0,0,0,0,0,0,0,0,127.0561257,37.5228163,202112,,,,,0.039722239483005,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,웰튼병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 마곡중앙5로 22 4,11,12층 (마곡동)",02-2690-2000,http://www.wellton.co.kr,2003-05-02 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.8370699,37.5540112,202112,,,,,0.0288841939559642,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,케이에스병원,21,병원,110000,서울,110001,강남구,역삼동,"서울특별시 강남구 선릉로 571 (역삼동, KS병원)",02-538-0075,http://www.kshospital.net/,2003-07-15 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,127.0439661,37.5093284,202112,,,,,0.0176681372853621,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,포미즈여성병원,21,병원,110000,서울,110020,양천구,,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",02-2651-7500,http://www.iformiz.co.kr,2003-07-28 00:00:00,9,1,0,0,8,0,0,0,0,0,0,0,0,126.8723522,37.5467929,202112,,,,,0.0275974025974025,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,코리아병원,21,병원,110000,서울,110007,동대문구,,서울특별시 동대문구 장한로 143 (장안동),02-2281-9999,,2003-07-30 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,127.0715342,37.5731957,202112,,,,,0.01545424272697,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,21세기병원,21,병원,110000,서울,110021,서초구,,서울특별시 서초구 서초중앙로 39 (서초동),02-3477-0880,,2003-09-01 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,127.0157273,37.4852908,202112,,,,,0.0249148777856911,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,나누리병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 언주로 731 (논현동),02-6003-9718,http://www.nanoori.co.kr/,2003-09-16 00:00:00,19,0,0,0,19,0,0,0,0,0,0,0,0,127.034005,37.5203058,202112,,,,,0.0375083449246128,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,아카시아병원,21,병원,110000,서울,110025,금천구,독산동,서울특별시 금천구 시흥대로114길 5 (독산동),02-858-0067,,2003-11-07 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.8985537,37.4680986,202112,,,,,0.0201845602563305,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,강동미즈여성병원,21,병원,110000,서울,110002,강동구,,서울특별시 강동구 천호대로 1043-1043 (천호동),02-470-9114,http://www.gdmiz.com/intro.asp,2003-12-05 00:00:00,13,0,0,0,13,0,0,0,0,0,0,0,0,127.1281043,37.5376183,202112,,,,,0.0314912360366905,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,강남베드로병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 남부순환로 2649 베드로병원 (도곡동),1544-7522,http://www.goodspine.org,2003-12-19 00:00:00,26,0,0,0,26,0,0,0,0,0,0,0,0,127.0396045,37.4856196,202112,,,,,0.0797465211868533,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,정동병원,21,병원,110000,서울,110008,동작구,,서울특별시 동작구 양녕로 283 (상도1동),02-810-7900,http://www.jungdonghospital.com,2003-12-26 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9494571,37.5049384,202112,,,,,0.0327780273952522,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,연세노블병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 서오릉로 37 (녹번동),02-384-0009,http://www.ysnoble.co.kr/,2004-03-24 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,126.9244756,37.6040714,202112,,,,,0.0239212658998755,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,솔병원,21,병원,110000,서울,110003,강서구,,서울특별시 강서구 방화대로 352 1~4층 (방화동),02-2064-7575,http://www.sol-hospital.co.kr,2004-06-24 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.8173869,37.572376,202112,,,,,0.0324336747781723,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,햇빛병원,21,병원,110000,서울,110024,강북구,,서울특별시 강북구 도봉로 74 (미아동),02-983-7771,http://www.hatvit.co.kr,2004-10-19 00:00:00,14,0,0,0,14,0,0,0,0,0,0,0,0,127.0302959,37.6157812,202112,,,,,0.029319165682802,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울양병원,21,병원,110000,서울,110002,강동구,,서울특별시 강동구 천호대로 1159 (길동),02-480-8000,http://www.yangh.co.kr,2005-02-28 00:00:00,17,0,0,0,17,0,0,0,0,0,0,0,0,127.1401353,37.5340876,202112,,,,,0.0406411770048133,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,우리들병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 학동로 445 (청담동, 삼성로 707 지하1층 2층(청담동)",02-513-8000,https://www.wooridul.co.kr/,2005-03-03 00:00:00,28,0,0,0,28,0,0,0,0,0,0,0,0,127.0497016,37.5190451,202112,,,,,0.029153063842059,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한국의료재단프라임병원,21,병원,110000,서울,110019,중랑구,,서울특별시 중랑구 공릉로 76 (묵동),02-975-7500,http://www.medicook.net/cpinfo/clinic_detail_01.asp?SEQ=83544,2005-03-29 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,127.0794651,37.6172336,202112,,,,,0.0241538764266036,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,마디병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 삼성로 646 마디빌딩, 지하1층~3층, 지상1층~9층 (삼성동)",02-2056-8000,http://madi.or.kr/main/ko/index.html,2005-04-25 00:00:00,1,0,0,0,1,0,0,0,0,0,0,0,0,127.0511821,37.5176901,202112,,,,,0.0220541021976428,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,바로선병원,21,병원,110000,서울,110006,도봉구,,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)",070-4022-6832,http://www.barosun.net,2005-05-16 00:00:00,14,0,0,0,14,0,0,0,0,0,0,0,0,127.0421237,37.6603375,202112,,,,,0.033466732629412,0.5,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,김정수여러분병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 봉은사로 171 (논현동, 지하1층일부,1-5층,6층일부)",02-517-0770,http://www.disc4u.net,2005-06-01 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,127.0325991,37.5072251,202112,,,,,0.0082797983515686,0.5,0.6
